Training: 2024-02-02 12:22:23,655-rank_id: 0
Training: 2024-02-02 12:43:02,315-Speed 1968.29 samples/sec   Loss 31.6653   LearningRate 0.000989   Epoch: 0   Global Step: 2200   Fp16 Grad Scale: 65536   Required: 15 hours Feat Norm 3.4420  Reg Loss 0.0000  
Training: 2024-02-02 12:43:07,516-Speed 1969.34 samples/sec   Loss 31.5773   LearningRate 0.000989   Epoch: 0   Global Step: 2220   Fp16 Grad Scale: 65536   Required: 15 hours Feat Norm 3.3452  Reg Loss 0.0028  
Training: 2024-02-02 12:43:12,718-Speed 1968.96 samples/sec   Loss 31.5170   LearningRate 0.000989   Epoch: 0   Global Step: 2240   Fp16 Grad Scale: 65536   Required: 15 hours Feat Norm 3.4823  Reg Loss 0.0000  
Training: 2024-02-02 12:43:17,920-Speed 1969.08 samples/sec   Loss 31.5254   LearningRate 0.000989   Epoch: 0   Global Step: 2260   Fp16 Grad Scale: 65536   Required: 15 hours Feat Norm 3.4150  Reg Loss 0.0017  
Training: 2024-02-02 12:43:23,124-Speed 1968.08 samples/sec   Loss 31.3688   LearningRate 0.000989   Epoch: 0   Global Step: 2280   Fp16 Grad Scale: 65536   Required: 15 hours Feat Norm 3.4864  Reg Loss 0.0000  
Training: 2024-02-02 12:43:28,329-Speed 1967.89 samples/sec   Loss 31.4051   LearningRate 0.000989   Epoch: 0   Global Step: 2300   Fp16 Grad Scale: 65536   Required: 15 hours Feat Norm 3.4039  Reg Loss 0.0000  
Training: 2024-02-02 12:43:33,533-Speed 1967.97 samples/sec   Loss 31.3452   LearningRate 0.000989   Epoch: 0   Global Step: 2320   Fp16 Grad Scale: 65536   Required: 15 hours Feat Norm 3.5711  Reg Loss 0.0000  
Training: 2024-02-02 12:43:38,734-Speed 1969.53 samples/sec   Loss 31.2391   LearningRate 0.000988   Epoch: 0   Global Step: 2340   Fp16 Grad Scale: 32768   Required: 15 hours Feat Norm 3.6601  Reg Loss 0.0000  
Training: 2024-02-02 12:43:43,937-Speed 1968.33 samples/sec   Loss 31.2616   LearningRate 0.000988   Epoch: 0   Global Step: 2360   Fp16 Grad Scale: 32768   Required: 15 hours Feat Norm 3.3235  Reg Loss 0.0009  
Training: 2024-02-02 12:43:49,135-Speed 1970.24 samples/sec   Loss 31.1677   LearningRate 0.000988   Epoch: 0   Global Step: 2380   Fp16 Grad Scale: 32768   Required: 15 hours Feat Norm 3.4725  Reg Loss 0.0000  
Training: 2024-02-02 12:43:54,331-Speed 1971.43 samples/sec   Loss 31.1011   LearningRate 0.000988   Epoch: 0   Global Step: 2400   Fp16 Grad Scale: 16384   Required: 15 hours Feat Norm 3.2138  Reg Loss 0.0809  
Training: 2024-02-02 12:43:59,533-Speed 1968.80 samples/sec   Loss 31.0437   LearningRate 0.000988   Epoch: 0   Global Step: 2420   Fp16 Grad Scale: 16384   Required: 15 hours Feat Norm 3.4055  Reg Loss 0.0000  
Training: 2024-02-02 12:44:04,733-Speed 1969.44 samples/sec   Loss 30.9605   LearningRate 0.000988   Epoch: 0   Global Step: 2440   Fp16 Grad Scale: 16384   Required: 15 hours Feat Norm 3.2776  Reg Loss 0.0094  
Training: 2024-02-02 12:44:09,932-Speed 1970.27 samples/sec   Loss 31.0043   LearningRate 0.000988   Epoch: 0   Global Step: 2460   Fp16 Grad Scale: 16384   Required: 15 hours Feat Norm 3.6799  Reg Loss 0.0000  
Training: 2024-02-02 12:44:15,129-Speed 1970.49 samples/sec   Loss 30.8937   LearningRate 0.000988   Epoch: 0   Global Step: 2480   Fp16 Grad Scale: 16384   Required: 15 hours Feat Norm 3.3161  Reg Loss 0.0053  
Training: 2024-02-02 12:44:20,330-Speed 1969.32 samples/sec   Loss 30.8502   LearningRate 0.000988   Epoch: 0   Global Step: 2500   Fp16 Grad Scale: 32768   Required: 15 hours Feat Norm 3.5921  Reg Loss 0.0000  
Training: 2024-02-02 12:44:25,536-Speed 1967.37 samples/sec   Loss 30.7816   LearningRate 0.000988   Epoch: 0   Global Step: 2520   Fp16 Grad Scale: 32768   Required: 15 hours Feat Norm 3.4120  Reg Loss 0.0003  
Training: 2024-02-02 12:44:30,742-Speed 1967.39 samples/sec   Loss 30.7216   LearningRate 0.000987   Epoch: 0   Global Step: 2540   Fp16 Grad Scale: 32768   Required: 15 hours Feat Norm 3.7022  Reg Loss 0.0000  
Training: 2024-02-02 12:44:35,943-Speed 1969.43 samples/sec   Loss 30.7055   LearningRate 0.000987   Epoch: 0   Global Step: 2560   Fp16 Grad Scale: 32768   Required: 15 hours Feat Norm 3.4488  Reg Loss 0.0000  
Training: 2024-02-02 12:44:41,143-Speed 1969.80 samples/sec   Loss 30.6937   LearningRate 0.000987   Epoch: 0   Global Step: 2580   Fp16 Grad Scale: 32768   Required: 15 hours Feat Norm 3.4055  Reg Loss 0.0000  
Training: 2024-02-02 12:44:46,343-Speed 1969.39 samples/sec   Loss 30.6413   LearningRate 0.000987   Epoch: 0   Global Step: 2600   Fp16 Grad Scale: 65536   Required: 15 hours Feat Norm 3.3015  Reg Loss 0.0023  
Training: 2024-02-02 12:44:51,545-Speed 1968.85 samples/sec   Loss 30.5049   LearningRate 0.000987   Epoch: 0   Global Step: 2620   Fp16 Grad Scale: 32768   Required: 15 hours Feat Norm 3.4191  Reg Loss 0.0000  
Training: 2024-02-02 12:44:56,746-Speed 1969.47 samples/sec   Loss 30.5480   LearningRate 0.000987   Epoch: 0   Global Step: 2640   Fp16 Grad Scale: 32768   Required: 15 hours Feat Norm 3.3691  Reg Loss 0.0002  
Training: 2024-02-02 12:45:01,942-Speed 1971.16 samples/sec   Loss 30.4836   LearningRate 0.000987   Epoch: 0   Global Step: 2660   Fp16 Grad Scale: 16384   Required: 15 hours Feat Norm 3.3322  Reg Loss 0.0000  
Training: 2024-02-02 12:45:07,140-Speed 1970.60 samples/sec   Loss 30.3560   LearningRate 0.000987   Epoch: 0   Global Step: 2680   Fp16 Grad Scale: 16384   Required: 15 hours Feat Norm 3.3690  Reg Loss 0.0000  
Training: 2024-02-02 12:45:12,341-Speed 1969.19 samples/sec   Loss 30.3469   LearningRate 0.000987   Epoch: 0   Global Step: 2700   Fp16 Grad Scale: 16384   Required: 15 hours Feat Norm 3.4029  Reg Loss 0.0000  
Training: 2024-02-02 12:45:17,542-Speed 1969.68 samples/sec   Loss 30.2564   LearningRate 0.000987   Epoch: 0   Global Step: 2720   Fp16 Grad Scale: 16384   Required: 15 hours Feat Norm 3.4755  Reg Loss 0.0000  
Training: 2024-02-02 12:45:22,739-Speed 1970.39 samples/sec   Loss 30.3189   LearningRate 0.000986   Epoch: 0   Global Step: 2740   Fp16 Grad Scale: 16384   Required: 15 hours Feat Norm 3.2306  Reg Loss 0.0209  
Training: 2024-02-02 12:45:27,938-Speed 1970.10 samples/sec   Loss 30.2014   LearningRate 0.000986   Epoch: 0   Global Step: 2760   Fp16 Grad Scale: 16384   Required: 15 hours Feat Norm 3.4362  Reg Loss 0.0000  
Training: 2024-02-02 12:45:33,136-Speed 1970.65 samples/sec   Loss 30.1481   LearningRate 0.000986   Epoch: 0   Global Step: 2780   Fp16 Grad Scale: 16384   Required: 15 hours Feat Norm 3.2698  Reg Loss 0.0035  
Training: 2024-02-02 12:45:38,334-Speed 1970.19 samples/sec   Loss 30.1349   LearningRate 0.000986   Epoch: 0   Global Step: 2800   Fp16 Grad Scale: 16384   Required: 15 hours Feat Norm 3.3446  Reg Loss 0.0000  
Training: 2024-02-02 12:45:43,537-Speed 1968.62 samples/sec   Loss 30.0345   LearningRate 0.000986   Epoch: 0   Global Step: 2820   Fp16 Grad Scale: 16384   Required: 15 hours Feat Norm 3.2605  Reg Loss 0.0036  
Training: 2024-02-02 12:45:48,745-Speed 1966.73 samples/sec   Loss 30.0937   LearningRate 0.000986   Epoch: 0   Global Step: 2840   Fp16 Grad Scale: 16384   Required: 15 hours Feat Norm 3.2355  Reg Loss 0.0116  
Training: 2024-02-02 12:45:53,956-Speed 1965.58 samples/sec   Loss 29.9514   LearningRate 0.000986   Epoch: 0   Global Step: 2860   Fp16 Grad Scale: 32768   Required: 15 hours Feat Norm 3.3499  Reg Loss 0.0011  
Training: 2024-02-02 12:45:59,162-Speed 1967.23 samples/sec   Loss 29.9297   LearningRate 0.000986   Epoch: 0   Global Step: 2880   Fp16 Grad Scale: 32768   Required: 15 hours Feat Norm 3.2872  Reg Loss 0.0024  
Training: 2024-02-02 12:46:04,368-Speed 1967.33 samples/sec   Loss 29.8373   LearningRate 0.000986   Epoch: 0   Global Step: 2900   Fp16 Grad Scale: 32768   Required: 15 hours Feat Norm 3.3582  Reg Loss 0.0000  
Training: 2024-02-02 12:46:09,566-Speed 1970.57 samples/sec   Loss 29.8211   LearningRate 0.000986   Epoch: 0   Global Step: 2920   Fp16 Grad Scale: 16384   Required: 15 hours Feat Norm 3.1312  Reg Loss 0.1130  
Training: 2024-02-02 12:46:14,763-Speed 1970.73 samples/sec   Loss 29.7968   LearningRate 0.000985   Epoch: 0   Global Step: 2940   Fp16 Grad Scale: 16384   Required: 15 hours Feat Norm 3.2299  Reg Loss 0.0084  
Training: 2024-02-02 12:46:19,962-Speed 1969.97 samples/sec   Loss 29.7540   LearningRate 0.000985   Epoch: 0   Global Step: 2960   Fp16 Grad Scale: 16384   Required: 15 hours Feat Norm 3.2871  Reg Loss 0.0030  
Training: 2024-02-02 12:46:25,162-Speed 1969.93 samples/sec   Loss 29.7417   LearningRate 0.000985   Epoch: 0   Global Step: 2980   Fp16 Grad Scale: 16384   Required: 15 hours Feat Norm 3.2913  Reg Loss 0.0014  
Training: 2024-02-02 12:46:30,361-Speed 1970.08 samples/sec   Loss 29.6495   LearningRate 0.000985   Epoch: 0   Global Step: 3000   Fp16 Grad Scale: 16384   Required: 15 hours Feat Norm 3.3436  Reg Loss 0.0000  
Training: 2024-02-02 12:46:35,564-Speed 1968.26 samples/sec   Loss 29.5969   LearningRate 0.000985   Epoch: 0   Global Step: 3020   Fp16 Grad Scale: 32768   Required: 15 hours Feat Norm 3.1744  Reg Loss 0.0852  
Training: 2024-02-02 12:46:40,762-Speed 1970.31 samples/sec   Loss 29.5229   LearningRate 0.000985   Epoch: 0   Global Step: 3040   Fp16 Grad Scale: 16384   Required: 15 hours Feat Norm 3.3707  Reg Loss 0.0000  
Training: 2024-02-02 12:46:45,961-Speed 1970.09 samples/sec   Loss 29.5752   LearningRate 0.000985   Epoch: 0   Global Step: 3060   Fp16 Grad Scale: 16384   Required: 15 hours Feat Norm 3.2093  Reg Loss 0.0228  
Training: 2024-02-02 12:46:51,157-Speed 1971.17 samples/sec   Loss 29.5078   LearningRate 0.000985   Epoch: 0   Global Step: 3080   Fp16 Grad Scale: 16384   Required: 15 hours Feat Norm 3.2160  Reg Loss 0.0195  
Training: 2024-02-02 12:46:56,355-Speed 1970.28 samples/sec   Loss 29.4279   LearningRate 0.000985   Epoch: 0   Global Step: 3100   Fp16 Grad Scale: 16384   Required: 15 hours Feat Norm 3.1554  Reg Loss 0.0707  
Training: 2024-02-02 12:47:01,555-Speed 1969.63 samples/sec   Loss 29.3724   LearningRate 0.000985   Epoch: 0   Global Step: 3120   Fp16 Grad Scale: 16384   Required: 15 hours Feat Norm 3.1125  Reg Loss 0.2358  
Training: 2024-02-02 12:47:06,757-Speed 1969.13 samples/sec   Loss 29.3878   LearningRate 0.000984   Epoch: 0   Global Step: 3140   Fp16 Grad Scale: 8192   Required: 15 hours Feat Norm 3.2363  Reg Loss 0.0154  
Training: 2024-02-02 12:47:11,956-Speed 1970.00 samples/sec   Loss 29.3427   LearningRate 0.000984   Epoch: 0   Global Step: 3160   Fp16 Grad Scale: 8192   Required: 15 hours Feat Norm 3.1590  Reg Loss 0.0691  
Training: 2024-02-02 12:47:17,156-Speed 1969.77 samples/sec   Loss 29.2392   LearningRate 0.000984   Epoch: 0   Global Step: 3180   Fp16 Grad Scale: 8192   Required: 15 hours Feat Norm 3.3925  Reg Loss 0.0000  
Training: 2024-02-02 12:47:22,352-Speed 1971.07 samples/sec   Loss 29.1834   LearningRate 0.000984   Epoch: 0   Global Step: 3200   Fp16 Grad Scale: 8192   Required: 15 hours Feat Norm 3.2194  Reg Loss 0.0130  
Training: 2024-02-02 12:47:27,551-Speed 1970.27 samples/sec   Loss 29.2183   LearningRate 0.000984   Epoch: 0   Global Step: 3220   Fp16 Grad Scale: 8192   Required: 15 hours Feat Norm 3.3293  Reg Loss 0.0006  
Training: 2024-02-02 12:47:32,758-Speed 1966.69 samples/sec   Loss 29.2304   LearningRate 0.000984   Epoch: 0   Global Step: 3240   Fp16 Grad Scale: 16384   Required: 15 hours Feat Norm 3.4072  Reg Loss 0.0000  
Training: 2024-02-02 12:47:37,959-Speed 1969.51 samples/sec   Loss 29.0777   LearningRate 0.000984   Epoch: 0   Global Step: 3260   Fp16 Grad Scale: 16384   Required: 15 hours Feat Norm 3.4145  Reg Loss 0.0000  
Training: 2024-02-02 12:47:43,159-Speed 1969.43 samples/sec   Loss 29.0353   LearningRate 0.000984   Epoch: 0   Global Step: 3280   Fp16 Grad Scale: 16384   Required: 15 hours Feat Norm 3.3300  Reg Loss 0.0002  
Training: 2024-02-02 12:47:48,362-Speed 1968.90 samples/sec   Loss 29.0078   LearningRate 0.000984   Epoch: 0   Global Step: 3300   Fp16 Grad Scale: 16384   Required: 15 hours Feat Norm 3.2679  Reg Loss 0.0014  
Training: 2024-02-02 12:47:53,554-Speed 1972.70 samples/sec   Loss 29.1159   LearningRate 0.000984   Epoch: 0   Global Step: 3320   Fp16 Grad Scale: 4096   Required: 15 hours Feat Norm 3.2044  Reg Loss 0.0359  
Training: 2024-02-02 12:47:58,754-Speed 1969.46 samples/sec   Loss 29.0237   LearningRate 0.000983   Epoch: 0   Global Step: 3340   Fp16 Grad Scale: 4096   Required: 15 hours Feat Norm 3.2208  Reg Loss 0.0148  
Training: 2024-02-02 12:48:03,954-Speed 1969.71 samples/sec   Loss 28.8397   LearningRate 0.000983   Epoch: 0   Global Step: 3360   Fp16 Grad Scale: 4096   Required: 15 hours Feat Norm 3.2810  Reg Loss 0.0010  
Training: 2024-02-02 12:48:09,153-Speed 1969.85 samples/sec   Loss 28.8733   LearningRate 0.000983   Epoch: 0   Global Step: 3380   Fp16 Grad Scale: 4096   Required: 15 hours Feat Norm 3.4645  Reg Loss 0.0000  
Training: 2024-02-02 12:48:14,363-Speed 1966.25 samples/sec   Loss 28.8983   LearningRate 0.000983   Epoch: 0   Global Step: 3400   Fp16 Grad Scale: 4096   Required: 15 hours Feat Norm 3.0586  Reg Loss 0.3586  
Training: 2024-02-02 12:48:19,572-Speed 1965.98 samples/sec   Loss 28.8395   LearningRate 0.000983   Epoch: 0   Global Step: 3420   Fp16 Grad Scale: 8192   Required: 15 hours Feat Norm 3.1178  Reg Loss 0.1825  
Training: 2024-02-02 12:48:24,770-Speed 1970.30 samples/sec   Loss 28.7119   LearningRate 0.000983   Epoch: 0   Global Step: 3440   Fp16 Grad Scale: 8192   Required: 15 hours Feat Norm 3.4465  Reg Loss 0.0000  
Training: 2024-02-02 12:48:29,967-Speed 1970.93 samples/sec   Loss 28.5517   LearningRate 0.000983   Epoch: 0   Global Step: 3460   Fp16 Grad Scale: 8192   Required: 15 hours Feat Norm 3.3313  Reg Loss 0.0000  
Training: 2024-02-02 12:48:35,163-Speed 1971.06 samples/sec   Loss 28.6472   LearningRate 0.000983   Epoch: 0   Global Step: 3480   Fp16 Grad Scale: 8192   Required: 15 hours Feat Norm 3.2726  Reg Loss 0.0009  
Training: 2024-02-02 12:48:40,368-Speed 1967.93 samples/sec   Loss 28.5714   LearningRate 0.000983   Epoch: 0   Global Step: 3500   Fp16 Grad Scale: 8192   Required: 15 hours Feat Norm 3.1421  Reg Loss 0.0896  
Training: 2024-02-02 12:48:45,569-Speed 1969.45 samples/sec   Loss 28.5205   LearningRate 0.000983   Epoch: 0   Global Step: 3520   Fp16 Grad Scale: 16384   Required: 15 hours Feat Norm 3.3106  Reg Loss 0.0000  
Training: 2024-02-02 12:48:50,764-Speed 1971.33 samples/sec   Loss 28.5518   LearningRate 0.000983   Epoch: 0   Global Step: 3540   Fp16 Grad Scale: 8192   Required: 15 hours Feat Norm 3.3426  Reg Loss 0.0002  
Training: 2024-02-02 12:48:55,963-Speed 1970.29 samples/sec   Loss 28.5265   LearningRate 0.000982   Epoch: 0   Global Step: 3560   Fp16 Grad Scale: 8192   Required: 15 hours Feat Norm 3.2030  Reg Loss 0.0308  
Training: 2024-02-02 12:49:01,160-Speed 1970.74 samples/sec   Loss 28.4391   LearningRate 0.000982   Epoch: 0   Global Step: 3580   Fp16 Grad Scale: 8192   Required: 15 hours Feat Norm 3.1836  Reg Loss 0.0307  
Training: 2024-02-02 12:49:06,357-Speed 1970.62 samples/sec   Loss 28.4319   LearningRate 0.000982   Epoch: 0   Global Step: 3600   Fp16 Grad Scale: 8192   Required: 15 hours Feat Norm 3.3782  Reg Loss 0.0003  
Training: 2024-02-02 12:49:11,554-Speed 1970.97 samples/sec   Loss 28.3565   LearningRate 0.000982   Epoch: 0   Global Step: 3620   Fp16 Grad Scale: 8192   Required: 15 hours Feat Norm 3.2706  Reg Loss 0.0081  
Training: 2024-02-02 12:49:16,751-Speed 1970.76 samples/sec   Loss 28.3190   LearningRate 0.000982   Epoch: 0   Global Step: 3640   Fp16 Grad Scale: 16384   Required: 15 hours Feat Norm 3.1874  Reg Loss 0.0375  
Training: 2024-02-02 12:49:21,951-Speed 1969.78 samples/sec   Loss 28.2520   LearningRate 0.000982   Epoch: 0   Global Step: 3660   Fp16 Grad Scale: 16384   Required: 15 hours Feat Norm 3.1968  Reg Loss 0.0278  
Training: 2024-02-02 12:49:27,159-Speed 1966.55 samples/sec   Loss 28.1851   LearningRate 0.000982   Epoch: 0   Global Step: 3680   Fp16 Grad Scale: 16384   Required: 15 hours Feat Norm 3.2369  Reg Loss 0.0067  
Training: 2024-02-02 12:49:32,366-Speed 1967.08 samples/sec   Loss 28.2041   LearningRate 0.000982   Epoch: 0   Global Step: 3700   Fp16 Grad Scale: 16384   Required: 15 hours Feat Norm 3.4725  Reg Loss 0.0000  
Training: 2024-02-02 12:49:37,569-Speed 1968.66 samples/sec   Loss 28.2643   LearningRate 0.000982   Epoch: 0   Global Step: 3720   Fp16 Grad Scale: 8192   Required: 15 hours Feat Norm 3.2680  Reg Loss 0.0056  
Training: 2024-02-02 12:49:42,766-Speed 1970.88 samples/sec   Loss 28.1929   LearningRate 0.000982   Epoch: 0   Global Step: 3740   Fp16 Grad Scale: 8192   Required: 15 hours Feat Norm 3.2495  Reg Loss 0.0038  
Training: 2024-02-02 12:49:47,968-Speed 1968.79 samples/sec   Loss 28.1634   LearningRate 0.000981   Epoch: 0   Global Step: 3760   Fp16 Grad Scale: 8192   Required: 15 hours Feat Norm 3.2334  Reg Loss 0.0071  
Training: 2024-02-02 12:49:53,179-Speed 1965.48 samples/sec   Loss 28.0799   LearningRate 0.000981   Epoch: 0   Global Step: 3780   Fp16 Grad Scale: 8192   Required: 15 hours Feat Norm 3.2462  Reg Loss 0.0069  
Training: 2024-02-02 12:49:58,382-Speed 1968.89 samples/sec   Loss 27.9938   LearningRate 0.000981   Epoch: 0   Global Step: 3800   Fp16 Grad Scale: 8192   Required: 15 hours Feat Norm 3.2864  Reg Loss 0.0012  
Training: 2024-02-02 12:50:03,579-Speed 1970.45 samples/sec   Loss 27.9942   LearningRate 0.000981   Epoch: 0   Global Step: 3820   Fp16 Grad Scale: 16384   Required: 15 hours Feat Norm 3.2052  Reg Loss 0.0138  
Training: 2024-02-02 12:50:08,775-Speed 1971.38 samples/sec   Loss 28.0435   LearningRate 0.000981   Epoch: 0   Global Step: 3840   Fp16 Grad Scale: 8192   Required: 15 hours Feat Norm 3.0498  Reg Loss 0.3110  
Training: 2024-02-02 12:50:13,972-Speed 1970.58 samples/sec   Loss 28.0306   LearningRate 0.000981   Epoch: 0   Global Step: 3860   Fp16 Grad Scale: 8192   Required: 15 hours Feat Norm 3.1304  Reg Loss 0.1327  
Training: 2024-02-02 12:50:19,172-Speed 1969.60 samples/sec   Loss 27.9498   LearningRate 0.000981   Epoch: 0   Global Step: 3880   Fp16 Grad Scale: 8192   Required: 15 hours Feat Norm 3.2215  Reg Loss 0.0058  
Training: 2024-02-02 12:50:24,368-Speed 1971.04 samples/sec   Loss 27.7885   LearningRate 0.000981   Epoch: 0   Global Step: 3900   Fp16 Grad Scale: 8192   Required: 15 hours Feat Norm 3.2303  Reg Loss 0.0068  
Training: 2024-02-02 12:50:29,566-Speed 1970.64 samples/sec   Loss 27.8784   LearningRate 0.000981   Epoch: 0   Global Step: 3920   Fp16 Grad Scale: 8192   Required: 15 hours Feat Norm 3.1782  Reg Loss 0.0361  
Training: 2024-02-02 12:50:34,770-Speed 1968.37 samples/sec   Loss 27.9058   LearningRate 0.000981   Epoch: 0   Global Step: 3940   Fp16 Grad Scale: 16384   Required: 15 hours Feat Norm 3.2150  Reg Loss 0.0271  
Training: 2024-02-02 12:50:39,977-Speed 1967.00 samples/sec   Loss 27.9553   LearningRate 0.000980   Epoch: 0   Global Step: 3960   Fp16 Grad Scale: 8192   Required: 15 hours Feat Norm 2.9980  Reg Loss 0.6372  
Training: 2024-02-02 12:50:45,186-Speed 1966.50 samples/sec   Loss 27.8200   LearningRate 0.000980   Epoch: 0   Global Step: 3980   Fp16 Grad Scale: 8192   Required: 15 hours Feat Norm 3.4018  Reg Loss 0.0000  
Training: 2024-02-02 12:50:50,386-Speed 1969.46 samples/sec   Loss 27.7323   LearningRate 0.000980   Epoch: 0   Global Step: 4000   Fp16 Grad Scale: 8192   Required: 15 hours Feat Norm 3.2337  Reg Loss 0.0114  
Training: 2024-02-02 12:50:56,689-[lfw][4000]XNorm: 3.190376
Training: 2024-02-02 12:50:56,690-[lfw][4000]Accuracy-Flip: 0.85367+-0.01691
Training: 2024-02-02 12:50:56,691-[lfw][4000]Accuracy-Highest: 0.85367
Training: 2024-02-02 12:51:03,725-[cfp_fp][4000]XNorm: 3.317952
Training: 2024-02-02 12:51:03,726-[cfp_fp][4000]Accuracy-Flip: 0.64057+-0.01549
Training: 2024-02-02 12:51:03,727-[cfp_fp][4000]Accuracy-Highest: 0.64057
Training: 2024-02-02 12:51:09,947-[agedb_30][4000]XNorm: 3.216443
Training: 2024-02-02 12:51:09,948-[agedb_30][4000]Accuracy-Flip: 0.60417+-0.02056
Training: 2024-02-02 12:51:09,949-[agedb_30][4000]Accuracy-Highest: 0.60417
Training: 2024-02-02 12:51:15,141-Speed 413.69 samples/sec   Loss 27.6583   LearningRate 0.000980   Epoch: 0   Global Step: 4020   Fp16 Grad Scale: 8192   Required: 15 hours Feat Norm 3.2371  Reg Loss 0.0029  
